CIPTitle,INSTNM,Total,Pct,Denom
"Plant Sciences, General.",University of Connecticut,1,0.06666666666666667,15
"Plant Sciences, General.",University of Delaware,1,0.029411764705882353,34
"Plant Sciences, General.",University of Idaho,0,0,11
"Plant Sciences, General.",University of Maine,0,0,3
"Plant Sciences, General.",University of Maryland-College Park,0,0,4
"Plant Sciences, General.",University of Massachusetts-Amherst,0,0,25
"Plant Sciences, General.",University of Minnesota-Twin Cities,0,0,48
"Plant Sciences, General.",University of Missouri-Columbia,2,0.028985507246376812,69
"Plant Sciences, General.",University of Vermont,0,0,19
"Plant Sciences, General.",University of Wyoming,0,0,2
"Plant Sciences, General.",Utah State University,0,0,8
"Plant Sciences, Other.",Auburn University,2,0.029850746268656716,67
"Plant Sciences, Other.",Pennsylvania State University-Main Campus,0,0,36
"Plant Sciences, Other.",University of California-Davis,0,0,71
"Plant Sciences, Other.",University of Kentucky,0,0,7
Political Economy.,University of Southern California,0,0,2
"Political Science and Government, General.",American University,0,0,19
"Political Science and Government, General.",Arizona State University-Tempe,0,0,37
"Political Science and Government, General.",Baylor University,0,0,24
"Political Science and Government, General.",Binghamton University,2,0.046511627906976744,43
"Political Science and Government, General.",Boston College,0,0,29
"Political Science and Government, General.",Boston University,2,0.0392156862745098,51
"Political Science and Government, General.",Brown University,2,0.043478260869565216,46
"Political Science and Government, General.",Case Western Reserve University,0,0,1
"Political Science and Government, General.",Catholic University of America,1,0.02631578947368421,38
"Political Science and Government, General.",Claremont Graduate University,5,0.0390625,128
"Political Science and Government, General.",Clark Atlanta University,29,0.8055555555555556,36
"Political Science and Government, General.",Colorado State University-Fort Collins,0,0,14
"Political Science and Government, General.",Columbia University in the City of New York,6,0.0379746835443038,158
"Political Science and Government, General.",Cornell University,1,0.012345679012345678,81
"Political Science and Government, General.",CUNY Graduate School and University Center,6,0.057692307692307696,104
"Political Science and Government, General.",Duke University,3,0.033707865168539325,89
"Political Science and Government, General.",Emory University,0,0,35
"Political Science and Government, General.",Florida International University,4,0.16666666666666666,24
"Political Science and Government, General.",Florida State University,1,0.018867924528301886,53
"Political Science and Government, General.",George Mason University,2,0.1,20
"Political Science and Government, General.",George Washington University,0,0,79
"Political Science and Government, General.",Georgetown University,1,0.008849557522123894,113
"Political Science and Government, General.",Georgia State University,6,0.1875,32
"Political Science and Government, General.",Harvard University,7,0.03535353535353535,198
"Political Science and Government, General.",Hillsdale College,0,0,2
"Political Science and Government, General.",Howard University,45,0.8333333333333334,54
"Political Science and Government, General.",Idaho State University,1,0.058823529411764705,17
"Political Science and Government, General.",Indiana University-Bloomington,6,0.06818181818181818,88
"Political Science and Government, General.",Johns Hopkins University,2,0.028985507246376812,69
"Political Science and Government, General.",Kent State University at Kent,2,0.058823529411764705,34
"Political Science and Government, General.",Louisiana State University and Agricultural & Mechanical College,1,0.023255813953488372,43
"Political Science and Government, General.",Loyola University Chicago,0,0,13
"Political Science and Government, General.",Massachusetts Institute of Technology,1,0.013157894736842105,76
"Political Science and Government, General.",Miami University-Oxford,1,0.08333333333333333,12
"Political Science and Government, General.",Michigan State University,4,0.07407407407407407,54
"Political Science and Government, General.",New York University,1,0.011627906976744186,86
"Political Science and Government, General.",Northeastern University,0,0,31
"Political Science and Government, General.",Northern Arizona University,1,0.043478260869565216,23
"Political Science and Government, General.",Northern Illinois University,1,0.019230769230769232,52
"Political Science and Government, General.",Northwestern University,2,0.02127659574468085,94
"Political Science and Government, General.",Ohio State University-Main Campus,3,0.034482758620689655,87
"Political Science and Government, General.",Pennsylvania State University-Main Campus,4,0.0851063829787234,47
"Political Science and Government, General.",Princeton University,5,0.03571428571428571,140
"Political Science and Government, General.",Purdue University-Main Campus,3,0.06818181818181818,44
"Political Science and Government, General.",Rice University,2,0.0625,32
"Political Science and Government, General.",Rutgers University-New Brunswick,2,0.02702702702702703,74
"Political Science and Government, General.",Southern Illinois University-Carbondale,1,0.04,25
"Political Science and Government, General.",Stanford University,1,0.010526315789473684,95
"Political Science and Government, General.",Stony Brook University,1,0.029411764705882353,34
"Political Science and Government, General.",SUNY at Albany,0,0,35
"Political Science and Government, General.",Syracuse University,1,0.023255813953488372,43
"Political Science and Government, General.",Temple University,1,0.02702702702702703,37
"Political Science and Government, General.",Texas A & M University-College Station,4,0.08163265306122448,49
"Political Science and Government, General.",Texas Tech University,0,0,29
"Political Science and Government, General.",The New School,4,0.06557377049180328,61
"Political Science and Government, General.",The University of Alabama,0,0,31
"Political Science and Government, General.",The University of Tennessee-Knoxville,0,0,34
"Political Science and Government, General.",The University of Texas at Austin,1,0.009174311926605505,109
"Political Science and Government, General.",The University of Texas at Dallas,3,0.10344827586206896,29
"Political Science and Government, General.",Tulane University of Louisiana,0,0,1
"Political Science and Government, General.",University at Buffalo,1,0.034482758620689655,29
"Political Science and Government, General.",University of Arizona,0,0,26
"Political Science and Government, General.",University of California-Berkeley,4,0.027210884353741496,147
"Political Science and Government, General.",University of California-Davis,1,0.019230769230769232,52
"Political Science and Government, General.",University of California-Irvine,0,0,65
"Political Science and Government, General.",University of California-Los Angeles,11,0.08461538461538462,130
"Political Science and Government, General.",University of California-Merced,0,0,3
"Political Science and Government, General.",University of California-Riverside,0,0,31
"Political Science and Government, General.",University of California-San Diego,1,0.009900990099009901,101
"Political Science and Government, General.",University of California-Santa Barbara,0,0,47
"Political Science and Government, General.",University of California-Santa Cruz,3,0.09375,32
"Political Science and Government, General.",University of Chicago,10,0.10101010101010101,99
"Political Science and Government, General.",University of Cincinnati-Main Campus,1,0.045454545454545456,22
"Political Science and Government, General.",University of Colorado Boulder,0,0,63
"Political Science and Government, General.",University of Connecticut,1,0.022222222222222223,45
"Political Science and Government, General.",University of Dallas,0,0,18
"Political Science and Government, General.",University of Delaware,3,0.08108108108108109,37
"Political Science and Government, General.",University of Florida,5,0.06097560975609756,82
"Political Science and Government, General.",University of Georgia,0,0,74
"Political Science and Government, General.",University of Hawaii at Manoa,0,0,75
"Political Science and Government, General.",University of Houston,6,0.11764705882352941,51
"Political Science and Government, General.",University of Idaho,0,0,8
"Political Science and Government, General.",University of Illinois at Chicago,2,0.08,25
"Political Science and Government, General.",University of Illinois at Urbana-Champaign,2,0.03508771929824561,57
"Political Science and Government, General.",University of Iowa,1,0.021739130434782608,46
"Political Science and Government, General.",University of Kansas,1,0.019230769230769232,52
"Political Science and Government, General.",University of Kentucky,0,0,29
"Political Science and Government, General.",University of Maryland-College Park,4,0.035398230088495575,113
"Political Science and Government, General.",University of Massachusetts-Amherst,3,0.08333333333333333,36
"Political Science and Government, General.",University of Michigan-Ann Arbor,5,0.04716981132075472,106
"Political Science and Government, General.",University of Minnesota-Twin Cities,2,0.02631578947368421,76
"Political Science and Government, General.",University of Mississippi,3,0.15789473684210525,19
"Political Science and Government, General.",University of Missouri-Columbia,1,0.01694915254237288,59
"Political Science and Government, General.",University of Missouri-St Louis,7,0.22580645161290322,31
"Political Science and Government, General.",University of Nebraska-Lincoln,0,0,37
"Political Science and Government, General.",University of Nevada-Las Vegas,0,0,12
"Political Science and Government, General.",University of Nevada-Reno,0,0,22
"Political Science and Government, General.",University of New Mexico-Main Campus,0,0,23
"Political Science and Government, General.",University of New Orleans,2,0.18181818181818182,11
"Political Science and Government, General.",University of North Carolina at Chapel Hill,1,0.012658227848101266,79
"Political Science and Government, General.",University of North Texas,0,0,39
"Political Science and Government, General.",University of Notre Dame,2,0.024096385542168676,83
"Political Science and Government, General.",University of Oklahoma-Norman Campus,0,0,34
"Political Science and Government, General.",University of Oregon,1,0.03333333333333333,30
"Political Science and Government, General.",University of Pennsylvania,2,0.034482758620689655,58
"Political Science and Government, General.",University of Pittsburgh-Pittsburgh Campus,0,0,44
"Political Science and Government, General.",University of Rochester,0,0,38
"Political Science and Government, General.",University of South Carolina-Columbia,3,0.06666666666666667,45
"Political Science and Government, General.",University of South Dakota,0,0,10
"Political Science and Government, General.",University of Southern California,0,0,6
"Political Science and Government, General.",University of Utah,0,0,30
"Political Science and Government, General.",University of Virginia-Main Campus,1,0.02631578947368421,38
"Political Science and Government, General.",University of Washington-Seattle Campus,2,0.02531645569620253,79
"Political Science and Government, General.",University of Wisconsin-Madison,1,0.011627906976744186,86
"Political Science and Government, General.",University of Wisconsin-Milwaukee,0,0,26
"Political Science and Government, General.",Vanderbilt University,3,0.075,40
"Political Science and Government, General.",Washington State University,0,0,27
"Political Science and Government, General.",Washington University in St Louis,0,0,45
"Political Science and Government, General.",Wayne State University,1,0.027777777777777776,36
"Political Science and Government, General.",West Virginia University,2,0.05555555555555555,36
"Political Science and Government, General.",Western Michigan University,1,0.047619047619047616,21
"Political Science and Government, General.",Yale University,0,0,119
"Political Science and Government, Other.",Brandeis University,0,0,22
"Political Science and Government, Other.",Mississippi State University,5,0.3333333333333333,15
"Political Science and Government, Other.",Teachers College at Columbia University,1,0.08333333333333333,12
"Political Science and Government, Other.",University of Arizona,0,0,4
"Political Science and Government, Other.",University of California-Irvine,0,0,5
"Political Science and Government, Other.",University of California-San Diego,0,0,3
Polymer Chemistry.,New York University,0,0,16
Polymer Chemistry.,North Dakota State University-Main Campus,0,0,32
Polymer Chemistry.,University of Akron Main Campus,3,0.01910828025477707,157
Polymer Chemistry.,University of Connecticut,0,0,29
Polymer Chemistry.,University of Massachusetts-Lowell,0,0,16
Polymer Chemistry.,University of Michigan-Ann Arbor,1,0.020833333333333332,48
Polymer/Plastics Engineering.,Auburn University,0,0,19
Polymer/Plastics Engineering.,Case Western Reserve University,2,0.02531645569620253,79
Polymer/Plastics Engineering.,Lehigh University,0,0,8
Polymer/Plastics Engineering.,The University of Tennessee-Knoxville,1,0.125,8
Polymer/Plastics Engineering.,University of Akron Main Campus,2,0.017094017094017096,117
Polymer/Plastics Engineering.,University of Massachusetts-Amherst,0,0,135
Polymer/Plastics Engineering.,University of Massachusetts-Lowell,0,0,50
Polymer/Plastics Engineering.,University of Southern Mississippi,1,0.013888888888888888,72
Polymer/Plastics Engineering.,Virginia Polytechnic Institute and State University,2,0.04,50
Population Biology.,University of California-Davis,0,0,45
Portuguese Language and Literature.,Brown University,1,0.058823529411764705,17
Portuguese Language and Literature.,Indiana University-Bloomington,0,0,4
Portuguese Language and Literature.,Ohio State University-Main Campus,0,0,1
Portuguese Language and Literature.,The University of Texas at Austin,0,0,4
Portuguese Language and Literature.,University of Illinois at Urbana-Champaign,0,0,1
Portuguese Language and Literature.,University of Massachusetts-Dartmouth,1,0.07692307692307693,13
Portuguese Language and Literature.,University of Wisconsin-Madison,0,0,2
Poultry Science.,Texas A & M University-College Station,1,0.05555555555555555,18
Poultry Science.,University of Arkansas,0,0,48
Poultry Science.,University of Georgia,1,0.038461538461538464,26
"Professional, Technical, Business, and Scientific Writing.",East Carolina University,5,0.18518518518518517,27
"Professional, Technical, Business, and Scientific Writing.",Illinois Institute of Technology,2,0.16666666666666666,12
"Professional, Technical, Business, and Scientific Writing.",Iowa State University,1,0.030303030303030304,33
"Professional, Technical, Business, and Scientific Writing.",Texas Tech University,2,0.024096385542168676,83
"Professional, Technical, Business, and Scientific Writing.",University of Central Florida,0,0,44
"Professional, Technical, Business, and Scientific Writing.",University of Washington-Seattle Campus,1,0.2,5
"Professional, Technical, Business, and Scientific Writing.",Utah State University,0,0,9
Project Management.,Capella University,20,0.2702702702702703,74
Prosthodontics/Prosthodontology.,Boston University,1,0.043478260869565216,23
Prosthodontics/Prosthodontology.,Harvard University,1,0.3333333333333333,3
Psychiatric/Mental Health Nurse/Nursing.,Loma Linda University,0,0,2
Psychiatric/Mental Health Nurse/Nursing.,Molloy College,1,1,1
Psychiatric/Mental Health Nurse/Nursing.,University of Iowa,2,0.08333333333333333,24
"Psychology, General.",American International College,0,0,2
"Psychology, General.",American University,0,0,2
"Psychology, General.",Arizona State University-Tempe,3,0.02054794520547945,146
"Psychology, General.",Auburn University,1,0.02040816326530612,49
"Psychology, General.",Baylor University,0,0,21
"Psychology, General.",Boston College,0,0,10
"Psychology, General.",Boston University,5,0.047619047619047616,105
"Psychology, General.",Bowling Green State University-Main Campus,1,0.008130081300813009,123
"Psychology, General.",Brandeis University,1,0.030303030303030304,33
"Psychology, General.",Brigham Young University-Provo,0,0,26
"Psychology, General.",Brown University,1,0.06666666666666667,15
"Psychology, General.",Capella University,114,0.1915966386554622,595
"Psychology, General.",Carlos Albizu University-San Juan,0,0,3
"Psychology, General.",Carnegie Mellon University,2,0.04878048780487805,41
"Psychology, General.",Case Western Reserve University,1,0.02127659574468085,47
"Psychology, General.",Catholic University of America,0,0,1
"Psychology, General.",Claremont Graduate University,5,0.037037037037037035,135
"Psychology, General.",Clark University,1,0.01818181818181818,55
"Psychology, General.",Colorado State University-Fort Collins,2,0.016,125
"Psychology, General.",Columbia University in the City of New York,0,0,18
"Psychology, General.",Cornell University,1,0.02564102564102564,39
"Psychology, General.",CUNY Graduate School and University Center,0,0,13
"Psychology, General.",Dartmouth College,1,0.038461538461538464,26
"Psychology, General.",Drexel University,0,0,46
"Psychology, General.",Duke University,1,0.006802721088435374,147
"Psychology, General.",East Tennessee State University,1,0.027777777777777776,36
"Psychology, General.",Emory University,7,0.07142857142857142,98
"Psychology, General.",Florida International University,5,0.052083333333333336,96
"Psychology, General.",Florida State University,5,0.038461538461538464,130
"Psychology, General.",George Mason University,4,0.024096385542168676,166
"Psychology, General.",George Washington University,5,0.06666666666666667,75
"Psychology, General.",Georgetown University,0,0,23
"Psychology, General.",Georgia State University,15,0.13274336283185842,113
"Psychology, General.",Grand Canyon University,12,0.0975609756097561,123
"Psychology, General.",Harvard University,0,0,43
"Psychology, General.",Howard University,73,0.8902439024390244,82
"Psychology, General.",Illinois Institute of Technology,3,0.030927835051546393,97
"Psychology, General.",Indiana University-Bloomington,5,0.05154639175257732,97
"Psychology, General.",Iowa State University,3,0.0410958904109589,73
"Psychology, General.",Johns Hopkins University,2,0.058823529411764705,34
"Psychology, General.",Kansas State University,2,0.05128205128205128,39
"Psychology, General.",Keiser University-Ft Lauderdale,2,0.5,4
"Psychology, General.",Lehigh University,0,0,15
"Psychology, General.",Loma Linda University,2,0.02857142857142857,70
"Psychology, General.",Louisiana State University and Agricultural & Mechanical College,7,0.05555555555555555,126
"Psychology, General.",Miami University-Oxford,4,0.04395604395604396,91
"Psychology, General.",Michigan State University,6,0.05128205128205128,117
"Psychology, General.",Mississippi State University,0,0,4
"Psychology, General.",New Mexico State University-Main Campus,0,0,25
"Psychology, General.",North Carolina State University at Raleigh,11,0.0859375,128
"Psychology, General.",North Dakota State University-Main Campus,0,0,20
"Psychology, General.",Northcentral University,21,0.06069364161849711,346
"Psychology, General.",Northeastern University,0,0,20
"Psychology, General.",Northern Illinois University,4,0.029411764705882353,136
"Psychology, General.",Northwestern University,5,0.052083333333333336,96
"Psychology, General.",Oakland University,0,0,7
"Psychology, General.",Ohio State University-Main Campus,3,0.025,120
"Psychology, General.",Oklahoma State University-Main Campus,3,0.03896103896103896,77
"Psychology, General.",Old Dominion University,0,0,38
"Psychology, General.",Pennsylvania State University-Main Campus,8,0.0547945205479452,146
"Psychology, General.",Ponce Health Sciences University,0,0,41
"Psychology, General.",Princeton University,1,0.0196078431372549,51
"Psychology, General.",Purdue University-Main Campus,9,0.14516129032258066,62
"Psychology, General.",Rice University,3,0.0625,48
"Psychology, General.",Rutgers University-New Brunswick,25,0.08012820512820513,312
"Psychology, General.",Rutgers University-Newark,1,0.03125,32
"Psychology, General.",Saint Louis University,4,0.1111111111111111,36
"Psychology, General.",Saybrook University,13,0.06310679611650485,206
"Psychology, General.",Southern Illinois University-Carbondale,11,0.09322033898305085,118
"Psychology, General.",Stanford University,2,0.02127659574468085,94
"Psychology, General.",Temple University,2,0.016129032258064516,124
"Psychology, General.",Tennessee State University,25,0.423728813559322,59
"Psychology, General.",Texas A & M University-College Station,2,0.038461538461538464,52
"Psychology, General.",Texas Christian University,0,0,42
"Psychology, General.",The New School,1,0.25,4
"Psychology, General.",The University of Alabama,7,0.056,125
"Psychology, General.",The University of Montana,0,0,55
"Psychology, General.",The University of Tennessee-Knoxville,5,0.03937007874015748,127
"Psychology, General.",The University of Texas at Austin,2,0.021505376344086023,93
"Psychology, General.",The University of Texas at El Paso,0,0,47
"Psychology, General.",The University of Texas at San Antonio,1,0.14285714285714285,7
"Psychology, General.",Tufts University,1,0.03333333333333333,30
"Psychology, General.",Tulane University of Louisiana,4,0.09302325581395349,43
"Psychology, General.",University of Alabama at Birmingham,8,0.08791208791208792,91
"Psychology, General.",University of Alaska Anchorage,1,0.08333333333333333,12
"Psychology, General.",University of Alaska Fairbanks,0,0,15
"Psychology, General.",University of Arizona,1,0.01,100
"Psychology, General.",University of Arkansas,0,0,51
"Psychology, General.",University of California-Berkeley,3,0.024193548387096774,124
"Psychology, General.",University of California-Davis,3,0.02912621359223301,103
"Psychology, General.",University of California-Irvine,0,0,41
"Psychology, General.",University of California-Los Angeles,10,0.03731343283582089,268
"Psychology, General.",University of California-Merced,1,0.047619047619047616,21
"Psychology, General.",University of California-Riverside,4,0.0425531914893617,94
"Psychology, General.",University of California-San Diego,1,0.015625,64
"Psychology, General.",University of California-Santa Barbara,2,0.045454545454545456,44
"Psychology, General.",University of California-Santa Cruz,3,0.05,60
"Psychology, General.",University of Central Florida,5,0.036231884057971016,138
"Psychology, General.",University of Chicago,0,0,40
"Psychology, General.",University of Cincinnati-Main Campus,13,0.16049382716049382,81
"Psychology, General.",University of Colorado Boulder,0,0,115
"Psychology, General.",University of Colorado Colorado Springs,0,0,22
"Psychology, General.",University of Connecticut,4,0.06557377049180328,61
"Psychology, General.",University of Delaware,4,0.12903225806451613,31
"Psychology, General.",University of Denver,0,0,54
"Psychology, General.",University of Florida,7,0.03398058252427184,206
"Psychology, General.",University of Georgia,7,0.05785123966942149,121
"Psychology, General.",University of Hawaii at Manoa,0,0,90
"Psychology, General.",University of Illinois at Chicago,6,0.056074766355140186,107
"Psychology, General.",University of Illinois at Urbana-Champaign,5,0.034722222222222224,144
"Psychology, General.",University of Iowa,3,0.03296703296703297,91
"Psychology, General.",University of Kansas,2,0.020202020202020204,99
"Psychology, General.",University of Maine,0,0,37
"Psychology, General.",University of Maryland-College Park,4,0.046511627906976744,86
"Psychology, General.",University of Massachusetts-Amherst,3,0.0379746835443038,79
"Psychology, General.",University of Memphis,7,0.06666666666666667,105
"Psychology, General.",University of Miami,5,0.043859649122807015,114
"Psychology, General.",University of Michigan-Ann Arbor,5,0.1724137931034483,29
"Psychology, General.",University of Minnesota-Twin Cities,0,0,43
"Psychology, General.",University of Mississippi,6,0.09090909090909091,66
"Psychology, General.",University of Missouri-Columbia,0,0,44
"Psychology, General.",University of Missouri-Kansas City,1,0.034482758620689655,29
"Psychology, General.",University of Missouri-St Louis,1,0.012987012987012988,77
"Psychology, General.",University of Nebraska at Omaha,0,0,39
"Psychology, General.",University of Nebraska-Lincoln,2,0.017391304347826087,115
"Psychology, General.",University of Nevada-Las Vegas,2,0.02531645569620253,79
"Psychology, General.",University of Nevada-Reno,1,0.01,100
"Psychology, General.",University of New Hampshire-Main Campus,0,0,37
"Psychology, General.",University of New Mexico-Main Campus,0,0,81
"Psychology, General.",University of North Carolina at Chapel Hill,15,0.09740259740259741,154
"Psychology, General.",University of North Carolina at Greensboro,3,0.05,60
"Psychology, General.",University of North Dakota,0,0,12
"Psychology, General.",University of Notre Dame,3,0.033707865168539325,89
"Psychology, General.",University of Oklahoma-Norman Campus,2,0.023255813953488372,86
"Psychology, General.",University of Oregon,1,0.012195121951219513,82
"Psychology, General.",University of Pennsylvania,0,0,72
"Psychology, General.",University of Pittsburgh-Pittsburgh Campus,3,0.02830188679245283,106
"Psychology, General.",University of Puerto Rico-Rio Piedras,0,0,148
"Psychology, General.",University of Rochester,0,0,9
"Psychology, General.",University of South Dakota,1,0.015625,64
"Psychology, General.",University of South Florida-Main Campus,3,0.022222222222222223,135
"Psychology, General.",University of Southern California,3,0.04225352112676056,71
"Psychology, General.",University of Southern Mississippi,7,0.0457516339869281,153
"Psychology, General.",University of the Rockies,2,0.09090909090909091,22
"Psychology, General.",University of Toledo,0,0,64
"Psychology, General.",University of Utah,0,0,63
"Psychology, General.",University of Vermont,2,0.028169014084507043,71
"Psychology, General.",University of Virginia-Main Campus,8,0.06611570247933884,121
"Psychology, General.",University of Washington-Seattle Campus,4,0.05405405405405406,74
"Psychology, General.",University of Wisconsin-Madison,2,0.02631578947368421,76
"Psychology, General.",University of Wisconsin-Milwaukee,1,0.012658227848101266,79
"Psychology, General.",University of Wyoming,0,0,44
"Psychology, General.",Utah State University,1,0.014084507042253521,71
"Psychology, General.",Vanderbilt University,6,0.05,120
"Psychology, General.",Virginia Commonwealth University,6,0.15789473684210525,38
"Psychology, General.",Virginia Polytechnic Institute and State University,7,0.07446808510638298,94
"Psychology, General.",Walden University,211,0.1719641401792991,1227
"Psychology, General.",Washington State University,0,0,83
"Psychology, General.",Washington University in St Louis,4,0.057971014492753624,69
"Psychology, General.",Wayne State University,9,0.06521739130434782,138
"Psychology, General.",West Virginia University,3,0.02459016393442623,122
"Psychology, General.",Western Michigan University,0,0,32
"Psychology, General.",Western New England University,0,0,33
"Psychology, General.",Wichita State University,2,0.09090909090909091,22
"Psychology, General.",Yale University,1,0.009708737864077669,103
"Psychology, Other.",Alliant International University-San Diego,0,0,33
"Psychology, Other.",Azusa Pacific University,11,0.05759162303664921,191
"Psychology, Other.",California Institute of Integral Studies,2,0.03508771929824561,57
"Psychology, Other.",Capella University,1,0.06666666666666667,15
"Psychology, Other.",Clemson University,0,0,20
"Psychology, Other.",Columbia University in the City of New York,1,0.038461538461538464,26
"Psychology, Other.",CUNY Graduate School and University Center,0,0,77
"Psychology, Other.",Fordham University,0,0,3
"Psychology, Other.",Hofstra University,1,0.027777777777777776,36
"Psychology, Other.",Howard University,1,0.5,2
"Psychology, Other.",Indiana University-Purdue University-Indianapolis,0,0,4
"Psychology, Other.",New York University,5,0.1724137931034483,29
"Psychology, Other.",Pacifica Graduate Institute,10,0.0423728813559322,236
"Psychology, Other.",Sofia University,7,0.06422018348623854,109
"Psychology, Other.",Suffolk University,0,0,4
"Psychology, Other.",The Chicago School of Professional Psychology at Chicago,0,0,12
"Psychology, Other.",The Chicago School of Professional Psychology at Los Angeles,16,0.1927710843373494,83
"Psychology, Other.",The Chicago School of Professional Psychology at Washington DC,6,0.5454545454545454,11
"Psychology, Other.",University of California-San Diego,1,0.047619047619047616,21
"Psychology, Other.",University of California-Santa Barbara,2,0.019230769230769232,104
"Psychology, Other.",University of Holy Cross,1,0.1,10
"Psychology, Other.",University of La Verne,11,0.08527131782945736,129
"Psychology, Other.",University of Michigan-Ann Arbor,1,0.05,20
"Psychology, Other.",University of New Orleans,0,0,30
Psychometrics and Quantitative Psychology.,Fordham University,1,0.043478260869565216,23
Psychometrics and Quantitative Psychology.,James Madison University,2,0.07407407407407407,27
Psychometrics and Quantitative Psychology.,Morgan State University,5,0.625,8
Psychometrics and Quantitative Psychology.,University of Connecticut,0,0,15
"Public Administration and Social Service Professions, Other.",Binghamton University,0,0,5
"Public Administration and Social Service Professions, Other.",Boston University,0,0,5
"Public Administration and Social Service Professions, Other.",Capella University,102,0.3177570093457944,321
"Public Administration and Social Service Professions, Other.",Indiana University of Pennsylvania-Main Campus,6,0.08108108108108109,74
"Public Administration and Social Service Professions, Other.",Jacksonville State University,1,0.1,10
"Public Administration and Social Service Professions, Other.",University of Central Florida,6,0.06451612903225806,93
"Public Administration and Social Service Professions, Other.",University of Chicago,0,0,4
"Public Administration and Social Service Professions, Other.",University of Michigan-Ann Arbor,1,0.029411764705882353,34
"Public Administration and Social Service Professions, Other.",University of Pittsburgh-Pittsburgh Campus,2,0.046511627906976744,43
Public Administration.,American University,2,0.0425531914893617,47
Public Administration.,Arizona State University-Downtown Phoenix,2,0.044444444444444446,45
Public Administration.,Arizona State University-Tempe,1,0.05555555555555555,18
Public Administration.,Auburn University,9,0.1956521739130435,46
Public Administration.,Capella University,12,0.35294117647058826,34
Public Administration.,Florida Atlantic University,6,0.18181818181818182,33
Public Administration.,Florida International University,3,0.09375,32
Public Administration.,Florida State University,2,0.031746031746031744,63
Public Administration.,George Washington University,0,0,1
Public Administration.,Golden Gate University-San Francisco,0,0,4
Public Administration.,Hamline University,3,0.13043478260869565,23
Public Administration.,Indiana University-Bloomington,2,0.04081632653061224,49
Public Administration.,Jackson State University,19,0.6785714285714286,28
Public Administration.,Mississippi State University,7,0.35,20
Public Administration.,New York University,2,0.05714285714285714,35
Public Administration.,North Carolina State University at Raleigh,3,0.09375,32
Public Administration.,Nova Southeastern University,1,0.5,2
Public Administration.,Ohio State University-Main Campus,5,0.22727272727272727,22
Public Administration.,Old Dominion University,6,0.2857142857142857,21
Public Administration.,Pennsylvania State University-Penn State Harrisburg,1,0.07692307692307693,13
Public Administration.,Rutgers University-Newark,9,0.19148936170212766,47
Public Administration.,SUNY at Albany,2,0.0425531914893617,47
Public Administration.,Syracuse University,0,0,30
Public Administration.,Tennessee State University,2,0.14285714285714285,14
Public Administration.,The University of Texas at Arlington,11,0.1864406779661017,59
Public Administration.,The University of Texas at Dallas,17,0.18681318681318682,91
Public Administration.,University of Akron Main Campus,9,0.3103448275862069,29
Public Administration.,University of Baltimore,11,0.3548387096774194,31
Public Administration.,University of Colorado Denver/Anschutz Medical Campus,0,0,49
Public Administration.,University of Georgia,2,0.05128205128205128,39
Public Administration.,University of Illinois at Chicago,2,0.1,20
Public Administration.,University of Illinois at Springfield,0,0,10
Public Administration.,University of Kansas,4,0.2222222222222222,18
Public Administration.,University of Kentucky,0,0,27
Public Administration.,University of La Verne,13,0.18571428571428572,70
Public Administration.,University of Minnesota-Twin Cities,0,0,2
Public Administration.,University of Missouri-Columbia,1,0.07142857142857142,14
Public Administration.,University of Nebraska at Omaha,0,0,16
Public Administration.,University of North Texas,5,0.14705882352941177,34
Public Administration.,University of Washington-Seattle Campus,1,0.045454545454545456,22
Public Administration.,Valdosta State University,1,0.1111111111111111,9
Public Administration.,Virginia Commonwealth University,21,0.2625,80
Public Administration.,Virginia Polytechnic Institute and State University,9,0.15254237288135594,59
Public Administration.,Walden University,256,0.41025641025641024,624
Public Administration.,West Chester University of Pennsylvania,0,0,6
Public Administration.,Western Michigan University,1,0.08333333333333333,12
Public Health Education and Promotion.,D'Youville College,1,0.034482758620689655,29
Public Health Education and Promotion.,Emory University,2,0.07407407407407407,27
Public Health Education and Promotion.,Loma Linda University,16,0.23880597014925373,67
Public Health Education and Promotion.,Medical College of Wisconsin,0,0,12
Public Health Education and Promotion.,Temple University,2,0.07692307692307693,26
Public Health Education and Promotion.,The University of Texas at Austin,0,0,25
Public Health Education and Promotion.,The University of Texas Health Science Center at Houston,10,0.4,25
Public Health Education and Promotion.,University of Arkansas,1,0.07142857142857142,14
Public Health Education and Promotion.,University of Cincinnati-Main Campus,0,0,6
Public Health Education and Promotion.,University of Georgia,12,0.2608695652173913,46
Public Health Education and Promotion.,University of Michigan-Ann Arbor,14,0.2857142857142857,49
Public Health Education and Promotion.,University of Nebraska Medical Center,1,0.09090909090909091,11
Public Health Education and Promotion.,University of North Carolina at Chapel Hill,7,0.12962962962962962,54
Public Health Education and Promotion.,University of North Carolina at Greensboro,5,0.20833333333333334,24
Public Health Education and Promotion.,University of Oklahoma-Health Sciences Center,2,0.2222222222222222,9
Public Health Education and Promotion.,University of South Carolina-Columbia,13,0.2,65
Public Health Education and Promotion.,University of Utah,0,0,23
Public Health Education and Promotion.,Virginia Commonwealth University,1,0.07692307692307693,13
"Public Health, General.",Claremont Graduate University,0,0,8
"Public Health, General.",Columbia University in the City of New York,9,0.20454545454545456,44
"Public Health, General.",CUNY Graduate School and University Center,6,0.125,48
"Public Health, General.",D'Youville College,0,0,2
